technology,hour,value
Heat,722,68613.738
Heat,723,71339.7222
Heat,724,71195.40400000001
Heat,725,56082.38320000001
Heat,726,53598.7402
Heat,727,72187.9164
Heat,728,67688.3064
Heat,729,71202.49
Heat,730,72981.3122
Heat,731,71500.3382
Heat,732,56979.70700000001
Heat,733,50577.74220000001
Heat,734,68433.5174
Heat,735,69282.6564
Heat,736,70871.81
Heat,737,71885.8166
Heat,738,71640.1686
Heat,739,59834.42020000001
Heat,740,51623.163400000005
Heat,741,70735.52260000001
Heat,742,72492.142
Heat,743,70318.6296
Heat,744,69415.637
Heat,745,69168.0994
Heat,746,58476.97880000001
Heat,747,53879.58200000001
Heat,748,70204.0726
Heat,749,70752.52900000001
Heat,750,70210.21380000001
Heat,751,67820.81460000001
Heat,752,70178.79920000001
Heat,753,58614.44720000001
Heat,754,52814.556200000006
Heat,755,69354.9336
Heat,756,69312.1814
Heat,757,70935.58400000002
Heat,758,69783.40040000001
Heat,759,67228.8974
Heat,760,57329.28300000001
Heat,761,51326.96860000001
Heat,762,68963.78640000001
Heat,763,67639.88540000001
Heat,764,67261.0206
Heat,765,67710.9816
Heat,766,69980.6274
Heat,767,54727.0676
Heat,768,51189.7364
Heat,769,64841.387800000004
Heat,770,67181.65740000001
Heat,771,66179.4608
Heat,772,66384.24620000001
Heat,773,66599.6606
Heat,774,56041.5206
Heat,775,50731.744600000005
Heat,776,64822.9642
Heat,777,65667.6154
Heat,778,65560.1444
Heat,779,64978.62000000001
Heat,780,66478.0176
Heat,781,55307.883400000006
Heat,782,49656.08980000001
Heat,783,65739.6564
Heat,784,65026.09620000001
Heat,785,64719.98100000001
Heat,786,66536.59520000001
Heat,787,64268.83900000001
Heat,788,53069.88840000001
Heat,789,50901.336200000005
Heat,790,41932.58600000001
Heat,791,47791.76320000001
Heat,792,64111.293600000005
Heat,793,64212.3872
Heat,794,68742.7032
Heat,795,62213.899000000005
Heat,796,68313.76400000001
Heat,797,57778.2992
Heat,798,55228.9926
Heat,799,67881.51800000001
Heat,800,68811.90980000001
Heat,801,69120.1508
Heat,802,71343.02900000001
Heat,803,70964.63660000001
Heat,804,57642.01180000001
Heat,805,56126.080200000004
Heat,806,73156.5726
Heat,807,68128.58320000001
Heat,808,71316.5746
Heat,809,73097.99500000001
Heat,810,71642.76680000001
Heat,811,58548.31120000001
Heat,812,53051.46480000001
Heat,813,68846.8674
Heat,814,69968.34500000002
Heat,815,71801.0208
Heat,816,72864.3932
Heat,817,71758.2686
Heat,818,61843.77360000001
Heat,819,53763.84400000001
Heat,820,71420.26640000001
Heat,821,73316.71620000001
Heat,822,70595.456
Heat,823,69726.0038
Heat,824,69165.265
Heat,825,59665.06480000001
Heat,826,56151.58980000001
Heat,827,70573.4894
Heat,828,71441.52440000001
Heat,829,70372.0108
Heat,830,68978.1946
Heat,831,70674.3468
Heat,832,59589.008400000006
Heat,833,54176.2492
Heat,834,69568.93080000002
Heat,835,69893.23340000001
Heat,836,70795.5174
Heat,837,69941.89060000001
Heat,838,68292.9784
Heat,839,59336.0382
Heat,840,53746.837600000006
Heat,841,69696.47880000001
Heat,842,68294.1594
Heat,843,66666.97760000001
Heat,844,68331.2428
Heat,845,70254.147
Heat,846,56013.176600000006
Heat,847,52525.2112
Heat,848,65062.943400000004
Heat,849,67862.622
Heat,850,66463.8456
Heat,851,66147.33760000001
Heat,852,66775.1572
Heat,853,57537.84760000001
Heat,854,51528.21100000001
Heat,855,65609.9826
Heat,856,65555.1842
Heat,857,65079.4774
Heat,858,65270.327000000005
Heat,859,66050.02320000001
Heat,860,56586.90640000001
Heat,861,50815.5956
Heat,862,66370.3104
Heat,863,66053.09380000002
Heat,864,64803.12340000001
Heat,865,67042.0632
Heat,866,65099.31820000001
Heat,867,54434.652
Heat,868,52636.2252
Heat,869,44152.6298
Heat,870,50684.50460000001
Heat,871,65600.7708
Heat,872,65519.9904
Heat,873,70249.89540000001
Heat,874,62772.03960000001
Heat,875,69067.95060000001
Heat,876,59190.539000000004
Heat,877,57191.5784
Heat,878,68362.8936
Heat,879,69722.2246
Heat,880,69255.9658
Heat,881,71604.5024
Heat,882,70965.58140000001
Heat,883,58544.768200000006
Heat,884,58582.324
Heat,885,73143.8178
Heat,886,68303.60740000001
Heat,887,71549.46780000001
Heat,888,73436.70580000001
Heat,889,72093.6726
Heat,890,59661.04940000001
Heat,891,55395.986000000004
Heat,892,69446.34300000001
Heat,893,70789.61240000001
Heat,894,72920.84500000002
Heat,895,73838.482
Heat,896,71756.14280000002
Heat,897,63059.9674
Heat,898,55386.30180000001
Heat,899,72126.7406
Heat,900,74203.6472
Heat,901,71438.4538
Heat,902,70794.33640000001
Heat,903,70338.7066
Heat,904,61178.8706
Heat,905,58872.37760000001
Heat,906,70967.9434
Heat,907,72599.14060000001
Heat,908,70999.12180000001
Heat,909,69598.69200000001
Heat,910,71541.437
Heat,911,59205.65580000001
Heat,912,55714.6198
Heat,913,70348.8632
Heat,914,70836.8524
Heat,915,71430.65920000001
Heat,916,69918.0344
Heat,917,68920.32560000001
Heat,918,60222.73300000001
Heat,919,56370.311
Heat,920,69737.3414
Heat,921,69004.8852
Heat,922,66670.993
Heat,923,69721.516
Heat,924,70597.58180000001
Heat,925,56406.922
Heat,926,53409.3078
Heat,927,65131.4414
Heat,928,67585.55940000001
Heat,929,66923.727
Heat,930,65866.9682
Heat,931,67185.4366
Heat,932,57768.615000000005
Heat,933,53271.8394
Heat,934,66844.8362
Heat,935,66038.2132
Heat,936,64970.11680000001
Heat,937,65575.9698
Heat,938,66177.335
Heat,939,56623.04500000001
Heat,940,52178.7058
Heat,941,66649.735
Heat,942,67097.33400000002
Heat,943,65384.647800000006
Heat,944,67618.86360000001
Heat,945,65651.79000000001
Heat,946,55677.772600000004
Heat,947,53507.8032
Heat,948,44702.97580000001
Heat,949,51527.9748
Heat,950,66227.8818
Heat,951,65755.24560000001
Heat,952,70083.8468
Heat,953,62151.30600000001
Heat,954,69230.6924
Heat,955,59445.3988
Heat,956,57026.7108
Heat,957,68463.0424
Heat,958,69381.388
Heat,959,69011.02640000002
Heat,960,71492.0712
Heat,961,70492.9452
Heat,962,58208.6556
Heat,963,59458.626000000004
Heat,964,73007.5304
Heat,965,68570.04100000001
Heat,966,72033.6778
Heat,967,72773.4562
Heat,968,71698.74620000001
Heat,969,59515.5502
Heat,970,55331.5034
Heat,971,69457.6806
Heat,972,70712.61120000001
Heat,973,73041.7794
Heat,974,73252.706
Heat,975,70725.60220000001
Heat,976,62221.6936
Heat,977,55722.4144
Heat,978,72603.86460000002
Heat,979,74337.5726
Heat,980,71136.354
Heat,981,70784.88840000001
Heat,982,70836.38
Heat,983,60133.44940000001
Heat,984,58996.382600000004
Heat,985,70970.06920000001
Heat,986,72343.09980000001
Heat,987,70235.9596
Heat,988,69821.42860000001
Heat,989,70813.46860000001
Heat,990,58250.6992
Heat,991,54723.760800000004
Heat,992,70259.10720000001
Heat,993,70237.84920000001
Heat,994,71016.1282
Heat,995,69948.26800000001
Heat,996,68351.79220000001
Heat,997,59360.130600000004
Heat,998,56424.87320000001
Heat,999,69935.9856
Heat,1000,69000.16120000002
Heat,1001,66846.2534
Heat,1002,69432.4072
Heat,1003,70062.58880000001
Heat,1004,55519.5186
Heat,1005,52730.2328
Heat,1006,64452.3664
Heat,1007,67203.86020000001
Heat,1008,66520.06120000001
Heat,1009,65812.8784
Heat,1010,66652.56940000001
Heat,1011,55966.1728
Heat,1012,52969.03100000001
Heat,1013,67039.93740000001
Heat,1014,65816.4214
Heat,1015,64690.928400000004
Heat,1016,64857.921800000004
Heat,1017,65517.86460000001
Heat,1018,55164.03760000001
Heat,1019,50772.1348
Heat,1020,66235.4402
Heat,1021,66544.3898
Heat,1022,65492.8274
Heat,1023,67700.58880000001
Heat,1024,64560.0736
Heat,1025,55005.7836
Heat,1026,52769.6782
Heat,1027,43830.92540000001
Heat,1028,50398.230200000005
Heat,1029,65477.47440000001
Heat,1030,64858.86660000001
Heat,1031,69399.8116
Heat,1032,60909.838800000005
Heat,1033,67475.01780000002
Heat,1034,58596.968400000005
Heat,1035,55276.70500000001
Heat,1036,67687.5978
Heat,1037,67977.8876
Heat,1038,68322.031
Heat,1039,70361.618
Heat,1040,68855.84300000001
Heat,1041,56717.525
Heat,1042,58607.833600000005
Heat,1043,72173.27200000001
Heat,1044,68176.53180000001
Heat,1045,71673.2366
Heat,1046,71269.80700000002
Heat,1047,70547.7436
Heat,1048,58183.8546
Heat,1049,53807.0686
Heat,1050,68877.10100000001
Heat,1051,69735.68800000001
Heat,1052,72455.531
Heat,1053,71904.47640000001
Heat,1054,68786.8726
Heat,1055,61176.03620000001
Heat,1056,54244.27480000001
Heat,1057,72137.842
Heat,1058,74123.103
Heat,1059,69922.04980000001
Heat,1060,69274.1532
Heat,1061,69086.138
