Technology,Hour,Fuel,value
PHS,358,Power,-0.0
Battery,4925,Power,0.0
H2Tank,5225,H2,6.170407283317084e-6
PHS,1607,Power,72.08796755674872
Battery,8210,Power,0.0
H2Tank,5421,H2,4.628819429718555e-6
PHS,3296,Power,44.94004498500001
PHS,8234,Power,-0.0
PHS,8097,Power,198.26305396084422
H2Tank,8565,H2,2.0453864314290696e-6
H2Tank,384,H2,5.720740206681108e-6
PHS,158,Power,584.7501557489512
Battery,7516,Power,60.89091291874632
H2Tank,8655,H2,2.505391803440881e-6
PHS,958,Power,74.850149925015
Battery,7708,Power,999.0
Battery,7313,Power,61.13439667133568
Battery,428,Power,33.84300709032851
PHS,3696,Power,0.0
Battery,8413,Power,0.0
H2Tank,5566,H2,2.851332400299721e-6
PHS,6098,Power,0.0
H2Tank,2185,H2,4.15086446979661e-6
H2Tank,7981,H2,6.276846629062592e-6
H2Tank,1075,H2,6.010062626348314e-6
Battery,6212,Power,680.7999938103721
PHS,3790,Power,13.9844878520625
H2Tank,5026,H2,5.927033942632573e-6
Battery,777,Power,159.598057982582
Battery,6036,Power,0.0
Battery,2696,Power,485.9787743220697
PHS,7624,Power,1036.9843567939506
PHS,3174,Power,0.0
H2Tank,5958,H2,1.2009782716258844e-6
PHS,8301,Power,96.14906450948672
H2Tank,4709,H2,7.963682372732967e-7
Battery,2596,Power,0.0
PHS,1271,Power,344.918678537135
Battery,3135,Power,869.5062555872146
Battery,8160,Power,0.0
PHS,1207,Power,0.0
PHS,4019,Power,85.23729963202535
H2Tank,5512,H2,3.669110932044075e-6
H2Tank,6100,H2,-0.0
H2Tank,50,H2,5.077139262337956e-6
H2Tank,6871,H2,7.908786066697764e-6
Battery,6845,Power,0.0
H2Tank,3167,H2,1.974358539378281e-6
PHS,4738,Power,0.0
Battery,2436,Power,86.49040120698238
Battery,4743,Power,240.40857945645587
Battery,7346,Power,65.68913355531122
PHS,2364,Power,149.02829258686617
Battery,6580,Power,95.93429338419014
Battery,3555,Power,0.0
Battery,3995,Power,-0.0
PHS,4992,Power,98.33402098286687
H2Tank,4071,H2,4.708326618318588e-6
Battery,1276,Power,228.74064893598023
H2Tank,1326,H2,6.977771180570289e-6
PHS,2724,Power,817.5046799221508
H2Tank,1092,H2,6.158940865459387e-6
PHS,5874,Power,-0.0
H2Tank,6708,H2,6.146359048305708e-6
PHS,79,Power,0.0
PHS,1481,Power,1174.1632525056823
PHS,5758,Power,164.04440050461858
H2Tank,6490,H2,4.098757368845175e-6
PHS,3399,Power,49.08474344645984
PHS,2331,Power,0.0
H2Tank,3233,H2,2.8619944300719713e-6
H2Tank,3731,H2,6.569942180188594e-6
Battery,166,Power,0.0
PHS,7001,Power,364.4956077492207
PHS,4364,Power,19.627470607862765
H2Tank,4747,H2,1.4663203132731253e-6
H2Tank,4499,H2,2.765323663712088e-6
H2Tank,5846,H2,8.89325247041866e-7
H2Tank,5643,H2,1.8603008326618434e-6
H2Tank,6073,H2,2.2921384848099312e-7
H2Tank,1340,H2,7.16386897945913e-6
Battery,7839,Power,487.95005547426007
PHS,7352,Power,359.1492397045365
PHS,5233,Power,0.0
Battery,2994,Power,19.536985103437853
PHS,7394,Power,84.48818290679196
H2Tank,2283,H2,4.752799807738563e-6
Battery,3134,Power,737.4459512359437
PHS,582,Power,-0.0
Battery,6650,Power,0.0
Battery,5349,Power,28.29184653120553
H2Tank,5398,H2,4.7586934701782844e-6
Battery,1192,Power,0.0
H2Tank,1446,H2,6.650915362540114e-6
PHS,6611,Power,74.850149925015
H2Tank,3415,H2,4.464013175565834e-6
PHS,1889,Power,506.01421389389685
H2Tank,7219,H2,6.900152678230613e-6
PHS,6135,Power,429.80990716957456
Battery,3108,Power,128.4448264690028
PHS,4875,Power,22.319930695960274
H2Tank,5128,H2,6.529495172257805e-6
Battery,2733,Power,533.4656390602612
H2Tank,4614,H2,1.638258619958456e-6
H2Tank,2790,H2,3.531006404003615e-6
Battery,7284,Power,730.5372937365673
Battery,658,Power,-0.0
PHS,6796,Power,29.925059985000004
Battery,7988,Power,830.5264070167003
PHS,7913,Power,1737.2498643301374
H2Tank,1382,H2,8.206016653236642e-6
H2Tank,1962,H2,2.4559282977791497e-6
Battery,74,Power,0.0
PHS,412,Power,160.1914204980029
H2Tank,5284,H2,5.885758513931899e-6
H2Tank,82,H2,5.251181135756394e-6
H2Tank,5556,H2,3.0310078176909033e-6
H2Tank,6916,H2,7.797653279047728e-6
PHS,7169,Power,120.32193432993192
H2Tank,988,H2,6.057623308876559e-6
Battery,8696,Power,0.0
Battery,8472,Power,0.0
H2Tank,2464,H2,5.640698644273898e-6
Battery,7981,Power,856.1081957012532
Battery,594,Power,0.0
Battery,5300,Power,-0.0
H2Tank,3721,H2,6.464442936511311e-6
Battery,8525,Power,0.0
PHS,8241,Power,-0.0
Battery,3023,Power,451.3202454691948
PHS,5642,Power,70.7848722969677
PHS,4892,Power,30.41846119484009
PHS,2613,Power,0.0
Battery,7897,Power,0.0
H2Tank,1684,H2,4.022893252470411e-6
H2Tank,3589,H2,5.662776199160276e-6
Battery,5438,Power,182.99267421660943
Battery,6235,Power,413.7031192651437
H2Tank,5727,H2,1.6254534402081048e-6
Battery,4741,Power,0.0
Battery,1467,Power,532.2859404825975
PHS,7802,Power,179.4474809379172
Battery,7918,Power,0.0
PHS,2391,Power,128.8252298530552
Battery,6266,Power,-0.0
PHS,7801,Power,199.25457865382594
PHS,4318,Power,71.13229413310802
Battery,2137,Power,0.0
Battery,5859,Power,55.560013485398315
PHS,3426,Power,0.0
Battery,1768,Power,29.443861460423307
PHS,7559,Power,623.1578418145044
H2Tank,2606,H2,4.953582990514202e-6
H2Tank,5740,H2,1.7309526838853879e-6
Battery,623,Power,0.0
Battery,1974,Power,-0.0
Battery,3812,Power,0.0
PHS,868,Power,0.0
PHS,1689,Power,830.3130838424183
H2Tank,6945,H2,7.531482816630601e-6
PHS,3628,Power,0.0
Battery,3160,Power,731.9759058117219
PHS,4097,Power,0.0
Battery,6864,Power,290.94123014851687
H2Tank,1106,H2,6.30781910457046e-6
H2Tank,7175,H2,6.837506538303841e-6
PHS,735,Power,0.0
PHS,3602,Power,0.0
Battery,4444,Power,-0.0
Battery,548,Power,0.0
H2Tank,2986,H2,3.2053451517593757e-6
H2Tank,2575,H2,5.182796838995194e-6
PHS,6280,Power,0.0
Battery,6342,Power,-0.0
PHS,8505,Power,-0.0
Battery,5026,Power,-0.0
H2Tank,6970,H2,7.35207034508106e-6
PHS,2703,Power,698.4882876165964
Battery,8080,Power,0.0
Battery,5910,Power,0.0
H2Tank,3708,H2,6.2906640089345125e-6
PHS,8413,Power,0.0
H2Tank,7592,H2,7.153270565616332e-6
Battery,5386,Power,0.0
H2Tank,1072,H2,5.89840394701501e-6
PHS,8545,Power,0.0
H2Tank,5715,H2,1.6254534402081048e-6
PHS,1773,Power,0.0
PHS,1461,Power,1269.0252367531264
Battery,8013,Power,753.887862581704
PHS,1292,Power,385.5919258009221
H2Tank,5951,H2,1.504631239662414e-6
Battery,4077,Power,290.7474356256203
PHS,696,Power,0.0
PHS,2744,Power,678.474638239674
H2Tank,6484,H2,4.098757368845175e-6
Battery,1997,Power,16.20535368511698
H2Tank,7042,H2,8.274922600619177e-6
H2Tank,900,H2,6.404129380663598e-6
PHS,1535,Power,789.6811931652388
Battery,4634,Power,0.0
H2Tank,5360,H2,5.105462487806963e-6
H2Tank,5413,H2,4.771275287331967e-6
PHS,479,Power,221.36552502810417
PHS,3869,Power,38.083578217693045
H2Tank,127,H2,6.218889689978369e-6
H2Tank,147,H2,6.777183086644893e-6
Battery,1853,Power,703.5154104522201
PHS,4161,Power,0.0
PHS,1131,Power,0.0
H2Tank,6812,H2,7.889518922204794e-6
H2Tank,2261,H2,4.721739683616816e-6
Battery,4154,Power,0.0
Battery,6167,Power,463.41751596060317
Battery,8177,Power,0.0
PHS,3932,Power,177.92902988591322
Battery,5852,Power,0.0
PHS,924,Power,282.0114361265948
PHS,6669,Power,19.64711772558836
Battery,202,Power,40.83938641890135
PHS,881,Power,0.0
H2Tank,4867,H2,3.24669974694998e-6
PHS,8077,Power,28.76720386294295
PHS,165,Power,685.3546884414926
H2Tank,1308,H2,6.717234262125911e-6
H2Tank,4081,H2,4.522491765271386e-6
H2Tank,519,H2,7.095435203641676e-6
Battery,8740,Power,0.0
H2Tank,256,H2,6.803398504318807e-6
Battery,2798,Power,16.738130861598773
Battery,8301,Power,38.942680907072095
H2Tank,3786,H2,5.901304833396963e-6
Battery,3893,Power,54.14980385816359
PHS,369,Power,0.0
Battery,3150,Power,0.0
PHS,1053,Power,0.0
H2Tank,2325,H2,4.889359175537593e-6
Battery,7902,Power,0.0
Battery,5596,Power,0.0
H2Tank,7165,H2,7.103939946562601e-6
H2Tank,6680,H2,5.848602570083562e-6
Battery,3640,Power,0.0
H2Tank,5651,H2,1.7673834061382419e-6
Battery,1155,Power,0.0
PHS,7844,Power,789.31868462811
H2Tank,1163,H2,6.4566973436815335e-6
H2Tank,3759,H2,6.663385498395474e-6
Battery,6118,Power,253.42603521536634
PHS,2992,Power,149.32679685377687
PHS,7182,Power,84.87499965088632
Battery,2906,Power,267.8197939210478
PHS,7826,Power,531.0801088431966
Battery,2581,Power,8.552810182491598
PHS,5807,Power,0.0
PHS,2319,Power,0.0
Battery,1708,Power,807.4947641402201
PHS,1629,Power,329.2660420345294
Battery,5222,Power,148.5440596748418
H2Tank,4519,H2,2.647768494564398e-6
Battery,3038,Power,643.6195209832791
Battery,3841,Power,0.0
PHS,3411,Power,0.0
H2Tank,2967,H2,3.446877871552414e-6
H2Tank,1459,H2,6.068242928029178e-6
H2Tank,4847,H2,2.8745041491722974e-6
H2Tank,7334,H2,5.996571808247492e-6
H2Tank,3954,H2,5.469618445792181e-6
Battery,5832,Power,2.582402169584793
PHS,6449,Power,36.17944767635701
Battery,1344,Power,377.15772705976804
H2Tank,37,H2,5.0707168808402955e-6
Battery,2685,Power,43.45235361343695
Battery,1042,Power,0.0
Battery,723,Power,0.0
H2Tank,2955,H2,3.15528082898629e-6
PHS,6398,Power,17.239536592808207
Battery,5573,Power,0.0
H2Tank,5838,H2,1.1123796598668374e-6
H2Tank,5119,H2,6.628572034437428e-6
PHS,1735,Power,383.52244662782294
H2Tank,1210,H2,6.568356023014838e-6
PHS,4758,Power,-0.0
H2Tank,7254,H2,7.1446654508956164e-6
Battery,2687,Power,254.27102934500869
PHS,5194,Power,88.60693862853375
Battery,947,Power,56.75856729245878
Battery,402,Power,634.7597583421156
PHS,6453,Power,0.0
Battery,5847,Power,0.0
H2Tank,3076,H2,3.411235986824467e-6
H2Tank,2043,H2,2.56247932482298e-6
Battery,7742,Power,-0.0
PHS,4870,Power,101.11876918844183
PHS,3590,Power,137.9238691527199
Battery,3174,Power,0.0
Battery,8027,Power,446.7336933309848
PHS,5910,Power,0.0
H2Tank,8051,H2,3.2403169486972934e-6
H2Tank,6372,H2,2.814551083591352e-6
Battery,1926,Power,-0.0
PHS,3470,Power,81.2528511811436
H2Tank,7573,H2,6.818294527616418e-6
Battery,1944,Power,114.90072697545924
Battery,6886,Power,24.298063433009983
PHS,3843,Power,0.0
PHS,4005,Power,44.94004498500001
Battery,2263,Power,-0.0
Battery,6853,Power,475.45916116802397
H2Tank,7244,H2,6.958567652006775e-6
PHS,1179,Power,0.0
PHS,5291,Power,-0.0
H2Tank,1636,H2,3.416284264246424e-6
PHS,8296,Power,151.7704515984206
PHS,1511,Power,578.7065305150041
Battery,2884,Power,384.7048907103723
PHS,8054,Power,388.4293662991774
H2Tank,1018,H2,4.915167451263143e-6
H2Tank,4425,H2,3.1616311124305843e-6
H2Tank,663,H2,6.285259482307714e-6
Battery,4938,Power,624.7394597439911
PHS,119,Power,66.6004638457027
PHS,8611,Power,0.0
H2Tank,3485,H2,5.5374839193067315e-6
H2Tank,1425,H2,7.660288109475946e-6
H2Tank,2503,H2,5.380687617512799e-6
Battery,4819,Power,0.0
H2Tank,3479,H2,5.425825239973427e-6
PHS,302,Power,684.8516282119948
Battery,58,Power,-0.0
Battery,2094,Power,-0.0
PHS,6634,Power,44.955015
Battery,8683,Power,0.0
Battery,3542,Power,18.10812068058659
PHS,7766,Power,0.0
H2Tank,8422,H2,1.5535320977706015e-6
H2Tank,2806,H2,3.865982442003529e-6
Battery,2351,Power,33.14701429402201
Battery,6664,Power,-0.0
H2Tank,52,H2,4.990381271470377e-6
PHS,714,Power,0.0
H2Tank,4003,H2,5.315106662708365e-6
H2Tank,1107,H2,6.30781910457046e-6
H2Tank,3052,H2,2.9273817097134797e-6
H2Tank,1669,H2,4.056907983092292e-6
PHS,7092,Power,142.21327829236373
PHS,3491,Power,68.94505478099457
PHS,5127,Power,177.5337199216866
H2Tank,7506,H2,7.430971061820577e-6
PHS,2586,Power,0.0
H2Tank,6159,H2,9.987686783437213e-7
H2Tank,1551,H2,4.6021530457893165e-6
PHS,5581,Power,0.0
H2Tank,274,H2,6.555706348869751e-6
PHS,6586,Power,0.0
Battery,2013,Power,208.4208417256236
Battery,5671,Power,0.0
Battery,3071,Power,189.04365140283576
H2Tank,4511,H2,2.7345264854319784e-6
Battery,4548,Power,31.03485146973953
PHS,7261,Power,1218.3737697789195
PHS,3999,Power,0.0
H2Tank,28,H2,4.847399522173686e-6
Battery,4631,Power,0.0
H2Tank,4644,H2,1.836938236000979e-6
H2Tank,6781,H2,7.5979218796386704e-6
H2Tank,3743,H2,6.539145001908487e-6
Battery,5774,Power,371.65798394364225
PHS,4360,Power,4.676132098162677
H2Tank,6488,H2,4.098757368845175e-6
Battery,1948,Power,11.720863022581748
PHS,7884,Power,1346.8007179306856
PHS,202,Power,1205.5732967815604
H2Tank,8044,H2,3.5439699167338245e-6
Battery,7426,Power,586.1072514614701
H2Tank,5795,H2,8.574762853952049e-7
Battery,1109,Power,0.0
H2Tank,170,H2,7.26103736375588e-6
PHS,1091,Power,0.0
Battery,7169,Power,405.3484876558459
Battery,3110,Power,533.9740679699538
Battery,5893,Power,0.0
H2Tank,2599,H2,4.916363430736434e-6
Battery,161,Power,0.0
Battery,5116,Power,0.0
Battery,6050,Power,9.81539616145385
PHS,2924,Power,38.30781554551484
H2Tank,6414,H2,3.07508800203573e-6
H2Tank,6661,H2,5.364748292972575e-6
Battery,1537,Power,121.54215912198825
PHS,3655,Power,0.0
H2Tank,7239,H2,6.884128532451239e-6
PHS,5133,Power,78.62784382462911
Battery,3231,Power,699.2047186291865
PHS,6442,Power,60.87522659254756
PHS,2012,Power,104.58083895083959
Battery,5773,Power,327.61292338714975
PHS,7162,Power,119.58083895083959
Battery,443,Power,0.0
PHS,8733,Power,616.6564579384992
Battery,2407,Power,237.19118109328716
H2Tank,1901,H2,2.6966721800472774e-6
H2Tank,2974,H2,3.397339440462602e-6
H2Tank,6686,H2,5.923041689639099e-6
PHS,8211,Power,0.0
Battery,3228,Power,329.9315798478532
PHS,1835,Power,193.8342792942793
H2Tank,7811,H2,5.6006474687928635e-6
H2Tank,8255,H2,2.0842953475550224e-6
H2Tank,8524,H2,2.546930177983212e-6
H2Tank,367,H2,5.720477260839469e-6
PHS,4208,Power,29.955044985000004
PHS,7373,Power,15.000000000000002
H2Tank,6510,H2,4.322074727511785e-6
Battery,6935,Power,305.29230958802214
Battery,733,Power,80.3040025073134
Battery,2085,Power,0.0
H2Tank,2304,H2,4.752799807738563e-6
Battery,7361,Power,797.8924886191296
H2Tank,8737,H2,3.842471408173943e-6
H2Tank,5074,H2,6.398832294273157e-6
Battery,7851,Power,161.94192319578883
H2Tank,8377,H2,1.3979685313202304e-6
PHS,5280,Power,0.0
PHS,7100,Power,260.66038503465995
PHS,6473,Power,59.000373216766334
PHS,6787,Power,11.453719814308899
PHS,3195,Power,58.941372843549566
PHS,2077,Power,0.0
H2Tank,1011,H2,5.251625033575089e-6
H2Tank,8043,H2,3.5873489121676146e-6
Battery,8141,Power,492.0315381801005
H2Tank,6925,H2,7.946531518158801e-6
Battery,588,Power,0.0
Battery,4472,Power,0.0
PHS,4355,Power,-0.0
PHS,5168,Power,0.0
Battery,498,Power,45.00251464374873
H2Tank,7356,H2,6.046373185178942e-6
Battery,7350,Power,394.6848196882005
H2Tank,7798,H2,5.340110550348486e-6
H2Tank,5533,H2,3.346979657039478e-6
H2Tank,7681,H2,4.53952104273579e-6
Battery,5505,Power,0.0
Battery,5681,Power,40.731572741630245
H2Tank,6979,H2,7.383130469202807e-6
Battery,579,Power,0.0
PHS,1409,Power,2000.0
H2Tank,2295,H2,4.752799807738563e-6
Battery,5555,Power,180.55208054534762
H2Tank,4640,H2,1.7624991164454424e-6
H2Tank,7632,H2,6.401488612748663e-6
H2Tank,3282,H2,3.3897535943000226e-6
Battery,6395,Power,0.0
Battery,1555,Power,470.60528735044886
Battery,3588,Power,560.2861196534664
PHS,3529,Power,0.0
PHS,4564,Power,0.0
Battery,6283,Power,0.0
PHS,7974,Power,1921.282729738888
PHS,5170,Power,-0.0
Battery,4168,Power,0.0
PHS,7333,Power,682.5099195892396
PHS,7968,Power,1940.3386307281723
H2Tank,5097,H2,6.696588772495303e-6
H2Tank,494,H2,7.166669494041328e-6
H2Tank,7220,H2,6.9373722380083815e-6
Battery,8415,Power,-0.0
Battery,8580,Power,0.0
PHS,5734,Power,0.0
PHS,3738,Power,19.627470607862765
H2Tank,6837,H2,8.298934079760245e-6
H2Tank,7074,H2,7.3944852057621676e-6
H2Tank,67,H2,4.990644217312016e-6
Battery,2092,Power,0.0
Battery,1195,Power,0.0
Battery,2233,Power,0.0
PHS,6225,Power,171.36193607906662
Battery,1632,Power,0.0
Battery,1932,Power,-0.0
H2Tank,767,H2,6.701097021360826e-6
Battery,7394,Power,100.16852968062754
Battery,4366,Power,0.0
H2Tank,5329,H2,5.40269307434583e-6
PHS,6807,Power,13.149301901903158
Battery,88,Power,0.0
Battery,2007,Power,-0.0
H2Tank,5670,H2,1.7799652232919234e-6
H2Tank,4512,H2,2.6911474899981883e-6
H2Tank,3335,H2,3.688035964205444e-6
Battery,7693,Power,30.37130470120072
H2Tank,3331,H2,3.737574395295256e-6
Battery,671,Power,0.0
Battery,3403,Power,19.50617101233819
PHS,5126,Power,177.71143135303964
PHS,7271,Power,1355.5715098052465
PHS,8509,Power,0.0
H2Tank,5362,H2,5.062083492373173e-6
PHS,2663,Power,169.4996491136638
Battery,4609,Power,0.0
H2Tank,3009,H2,3.3049479056222735e-6
PHS,3645,Power,-0.0
Battery,3972,Power,0.0
PHS,3190,Power,136.77878128306588
PHS,4114,Power,13.964491319711664
PHS,4184,Power,0.0
Battery,974,Power,0.0
PHS,4936,Power,164.17747005692308
H2Tank,5615,H2,2.318728529623832e-6
Battery,7366,Power,437.60674118724137
H2Tank,452,H2,6.4222782984859624e-6
Battery,434,Power,0.0
Battery,1173,Power,0.0
Battery,4526,Power,214.26942502396406
Battery,8647,Power,0.0
Battery,8699,Power,0.0
PHS,8433,Power,-0.0
H2Tank,7974,H2,6.58049959709912e-6
PHS,7293,Power,1510.9975908570232
PHS,3464,Power,6.441252279751367
H2Tank,1595,H2,3.0842713148705574e-6
PHS,3673,Power,0.0
H2Tank,3576,H2,5.860929923519521e-6
Battery,695,Power,0.0
PHS,1536,Power,803.8915119720735
PHS,2859,Power,283.3247994903742
Battery,4340,Power,0.0
Battery,8604,Power,0.0
H2Tank,1065,H2,5.637867028570632e-6
Battery,549,Power,0.0
Battery,1426,Power,902.8550497906386
PHS,5129,Power,157.57098687830828
PHS,6183,Power,197.89376041077045
PHS,9,Power,815.2695656528167
Battery,2114,Power,0.0
PHS,625,Power,0.0
H2Tank,8365,H2,1.6271823798012235e-6
Battery,4009,Power,143.11096063154937
Battery,7482,Power,377.56570876974325
H2Tank,6601,H2,5.196865855210159e-6
H2Tank,6554,H2,4.942488372421802e-6
H2Tank,559,H2,5.775978625047723e-6
H2Tank,5585,H2,2.6159591161627044e-6
Battery,6910,Power,-0.0
PHS,8162,Power,-0.0
PHS,1690,Power,809.874927621321
H2Tank,8748,H2,3.954130087507248e-6
H2Tank,1100,H2,6.30781910457046e-6
H2Tank,8711,H2,3.3213975712851874e-6
PHS,6223,Power,141.66011464824848
PHS,7446,Power,29.985000000000003
Battery,2145,Power,0.0
PHS,5685,Power,78.62784382462911
H2Tank,3258,H2,3.327370400214893e-6
Battery,7133,Power,431.9769099197447
H2Tank,2377,H2,5.082142301765735e-6
H2Tank,5573,H2,2.7211954139983504e-6
PHS,4204,Power,-0.0
PHS,1177,Power,0.0
H2Tank,6418,H2,3.112307561813498e-6
PHS,8700,Power,133.84207277945262
Battery,107,Power,0.0
Battery,3823,Power,139.37732410322732
PHS,931,Power,324.84865800363144
H2Tank,1050,H2,5.340110550348486e-6
Battery,1647,Power,919.6147582385216
PHS,7734,Power,0.0
Battery,999,Power,295.378675265183
Battery,2128,Power,0.0
H2Tank,7144,H2,7.27719298245612e-6
PHS,5967,Power,0.0
PHS,2245,Power,0.0
Battery,2196,Power,-0.0
Battery,2143,Power,0.0
Battery,7064,Power,0.0
H2Tank,3848,H2,6.050971910032954e-6
Battery,8760,Power,499.5
PHS,7248,Power,1037.9522049910638
H2Tank,906,H2,6.3607503852298086e-6
Battery,4019,Power,0.0
H2Tank,8407,H2,1.4231321656275935e-6
Battery,6778,Power,0.0
H2Tank,5959,H2,1.1575992761920944e-6
Battery,3192,Power,276.65942927100474
H2Tank,584,H2,6.08015748476753e-6
H2Tank,5258,H2,5.928874563524049e-6
PHS,5813,Power,0.0
PHS,7785,Power,90.95684820616623
Battery,5747,Power,0.0
PHS,1645,Power,562.2454862612653
Battery,1511,Power,158.7670831870651
H2Tank,7331,H2,5.996571808247492e-6
Battery,4855,Power,-0.0
Battery,1133,Power,0.0
PHS,8144,Power,23.09209548879012
Battery,6946,Power,157.8841843644553
H2Tank,3779,H2,5.957002700142795e-6
PHS,7252,Power,1093.7166797185587
PHS,5176,Power,59.850149925015
PHS,5997,Power,3.045363734974948
Battery,833,Power,0.0
H2Tank,5427,H2,4.455303447983396e-6
H2Tank,5430,H2,4.4863635721051426e-6
Battery,4040,Power,0.0
Battery,1679,Power,240.40434153521144
Battery,2361,Power,536.2133317411958
PHS,6042,Power,-0.0
H2Tank,4047,H2,4.788662227688506e-6
Battery,6809,Power,98.44671614431591
Battery,6420,Power,353.7695499832738
PHS,5219,Power,15.000000000000002
PHS,4725,Power,19.627470607862765
H2Tank,6374,H2,2.814551083591352e-6
H2Tank,443,H2,6.161741380041585e-6
Battery,2534,Power,213.15314527231803
Battery,6086,Power,0.0
PHS,5248,Power,19.647117725588355
Battery,7274,Power,233.05168030557323
Battery,4460,Power,0.0
PHS,7582,Power,950.2132049495932
H2Tank,865,H2,6.441085994599727e-6
H2Tank,428,H2,5.789545782263902e-6
PHS,2494,Power,0.0
H2Tank,1460,H2,6.0201775591274725e-6
H2Tank,2935,H2,3.0744193279330945e-6
H2Tank,4191,H2,4.5422848014476475e-6
PHS,1236,Power,-0.0
PHS,2649,Power,29.985000000000003
Battery,5513,Power,76.83553250674376
Battery,5188,Power,0.0
H2Tank,275,H2,6.512327353435961e-6
Battery,4152,Power,42.54796029825206
PHS,6960,Power,17.722688886532964
PHS,2951,Power,137.80557275417505
PHS,5540,Power,163.84927929427928
PHS,2571,Power,-0.0
Battery,1497,Power,316.0507182519682
Battery,5599,Power,0.0
H2Tank,4964,H2,5.554312453171612e-6
Battery,7031,Power,870.353756299532
Battery,8730,Power,0.0
H2Tank,3483,H2,5.500264359528963e-6
H2Tank,1789,H2,4.0941515755545083e-7
H2Tank,5985,H2,6.930121435740865e-7
PHS,6235,Power,177.35618620176493
Battery,4520,Power,0.0
Battery,1783,Power,0.0
Battery,6242,Power,68.0203195348793
H2Tank,5752,H2,1.985330166673744e-6
PHS,5512,Power,104.61097327718801
H2Tank,7495,H2,7.74078346551313e-6
PHS,3943,Power,39.27458833345112
PHS,1216,Power,0.0
Battery,5572,Power,28.033202464310353
H2Tank,6890,H2,7.716791777994535e-6
Battery,603,Power,0.0
Battery,4378,Power,0.0
Battery,2936,Power,0.0
Battery,6762,Power,126.16554365292939
PHS,3849,Power,-0.0
PHS,8052,Power,428.4819802089877
Battery,1370,Power,371.6043752456608
H2Tank,5042,H2,5.8094787734848866e-6
PHS,2769,Power,177.35618620176493
H2Tank,7332,H2,5.996571808247492e-6
H2Tank,4198,H2,4.443207939268025e-6
Battery,6456,Power,-0.0
PHS,7717,Power,336.3524287338013
PHS,478,Power,213.40349996726323
H2Tank,5674,H2,1.81102534741367e-6
H2Tank,3016,H2,3.125272488231091e-6
H2Tank,5177,H2,6.287962452464771e-6
Battery,2011,Power,303.1489716438774
H2Tank,7099,H2,7.351106210328378e-6
PHS,7145,Power,177.35618620176493
H2Tank,4031,H2,5.055095635947266e-6
Battery,5218,Power,0.0
Battery,932,Power,456.8032334250735
PHS,8122,Power,439.208551183204
PHS,5161,Power,0.0
PHS,4407,Power,0.0
PHS,7732,Power,39.27458833345112
PHS,6003,Power,10.14810372485465
PHS,178,Power,870.3326189294377
Battery,1878,Power,221.19619700153712
PHS,7116,Power,0.0
Battery,3992,Power,0.0
Battery,3827,Power,47.09803302082567
PHS,5277,Power,0.0
H2Tank,199,H2,7.744891640866867e-6
H2Tank,5307,H2,5.6565446654509075e-6
Battery,2565,Power,0.0
Battery,1637,Power,0.0
H2Tank,143,H2,6.665524407311588e-6
H2Tank,2420,H2,5.745934942109542e-6
H2Tank,7366,H2,6.0217354425548565e-6
Battery,8739,Power,0.0
H2Tank,3866,H2,6.131833411086151e-6
Battery,3181,Power,0.0
Battery,5062,Power,11.284220803207539
PHS,844,Power,0.0
PHS,6534,Power,0.0
Battery,1937,Power,284.3668608826883
H2Tank,1463,H2,5.88066782589027e-6
Battery,4432,Power,0.0
PHS,8504,Power,-0.0
Battery,813,Power,0.0
Battery,5126,Power,658.0607743066035
PHS,3276,Power,-0.0
H2Tank,3703,H2,6.185164765257229e-6
Battery,8132,Power,656.3928987714107
H2Tank,5359,H2,5.105462487806963e-6
PHS,1855,Power,487.1612297434904
Battery,5475,Power,75.76574479449557
H2Tank,604,H2,6.136118297355002e-6
H2Tank,2793,H2,3.6054455235591513e-6
H2Tank,2051,H2,2.667978568500263e-6
H2Tank,3586,H2,5.792913185461646e-6
H2Tank,1954,H2,2.2759899345463303e-6
PHS,8005,Power,1393.1640465594764
Battery,6330,Power,-0.0
H2Tank,8429,H2,1.6590313414478845e-6
PHS,2133,Power,-0.0
PHS,1378,Power,1590.480464866329
H2Tank,2981,H2,3.093686472426071e-6
Battery,8549,Power,0.0
Battery,6457,Power,0.0
PHS,8223,Power,0.0
H2Tank,2802,H2,3.7915433224479926e-6
Battery,2167,Power,0.0
Battery,5481,Power,-0.0
PHS,8665,Power,0.0
PHS,3420,Power,0.0
PHS,2743,Power,698.7812626395686
Battery,8458,Power,0.0
H2Tank,6480,H2,4.024318249289639e-6
H2Tank,6098,H2,-0.0
PHS,2372,Power,53.81296917499652
Battery,1032,Power,0.0
Battery,6539,Power,0.0
H2Tank,6856,H2,8.429334011903251e-6
PHS,7861,Power,1028.9772438601744
H2Tank,1268,H2,6.680014702348143e-6
Battery,8622,Power,25.975224453546357
PHS,1071,Power,46.57948654542027
Battery,7521,Power,0.0
PHS,2435,Power,86.38315835463963
H2Tank,4974,H2,5.740410252060453e-6
Battery,7222,Power,173.26648186409045
Battery,4086,Power,0.9908836039159483
PHS,8198,Power,-0.0
H2Tank,1367,H2,7.759381935903422e-6
Battery,3715,Power,0.0
H2Tank,5021,H2,5.939352813944616e-6
H2Tank,7860,H2,6.717234262125911e-6
Battery,3658,Power,0.0
Battery,8508,Power,0.0
Battery,2259,Power,0.0
H2Tank,3314,H2,3.731152013797597e-6
