Hour,Technology,Fuel,value
78,GasExtractor,Mobility,-0.0
79,GasExtractor,Mobility,-0.0
80,GasExtractor,Mobility,-0.0
81,GasExtractor,Mobility,-0.0
82,GasExtractor,Mobility,-0.0
83,GasExtractor,Mobility,-0.0
84,GasExtractor,Mobility,-0.0
85,GasExtractor,Mobility,-0.0
86,GasExtractor,Mobility,-0.0
87,GasExtractor,Mobility,-0.0
88,GasExtractor,Mobility,-0.0
89,GasExtractor,Mobility,-0.0
90,GasExtractor,Mobility,-0.0
91,GasExtractor,Mobility,-0.0
92,GasExtractor,Mobility,-0.0
93,GasExtractor,Mobility,-0.0
94,GasExtractor,Mobility,-0.0
95,GasExtractor,Mobility,-0.0
96,GasExtractor,Mobility,-0.0
97,GasExtractor,Mobility,-0.0
98,GasExtractor,Mobility,-0.0
99,GasExtractor,Mobility,-0.0
100,GasExtractor,Mobility,-0.0
101,GasExtractor,Mobility,-0.0
102,GasExtractor,Mobility,-0.0
103,GasExtractor,Mobility,-0.0
104,GasExtractor,Mobility,-0.0
105,GasExtractor,Mobility,-0.0
106,GasExtractor,Mobility,-0.0
107,GasExtractor,Mobility,-0.0
108,GasExtractor,Mobility,-0.0
109,GasExtractor,Mobility,-0.0
110,GasExtractor,Mobility,-0.0
111,GasExtractor,Mobility,-0.0
112,GasExtractor,Mobility,-0.0
113,GasExtractor,Mobility,-0.0
114,GasExtractor,Mobility,-0.0
115,GasExtractor,Mobility,-0.0
116,GasExtractor,Mobility,-0.0
117,GasExtractor,Mobility,-0.0
118,GasExtractor,Mobility,-0.0
119,GasExtractor,Mobility,-0.0
120,GasExtractor,Mobility,-0.0
1,CoalPowerPlant,Mobility,-0.0
2,CoalPowerPlant,Mobility,-0.0
3,CoalPowerPlant,Mobility,-0.0
4,CoalPowerPlant,Mobility,-0.0
5,CoalPowerPlant,Mobility,-0.0
6,CoalPowerPlant,Mobility,-0.0
7,CoalPowerPlant,Mobility,-0.0
8,CoalPowerPlant,Mobility,-0.0
9,CoalPowerPlant,Mobility,-0.0
10,CoalPowerPlant,Mobility,-0.0
11,CoalPowerPlant,Mobility,-0.0
12,CoalPowerPlant,Mobility,-0.0
13,CoalPowerPlant,Mobility,-0.0
14,CoalPowerPlant,Mobility,-0.0
15,CoalPowerPlant,Mobility,-0.0
16,CoalPowerPlant,Mobility,-0.0
17,CoalPowerPlant,Mobility,-0.0
18,CoalPowerPlant,Mobility,-0.0
19,CoalPowerPlant,Mobility,-0.0
20,CoalPowerPlant,Mobility,-0.0
21,CoalPowerPlant,Mobility,-0.0
22,CoalPowerPlant,Mobility,-0.0
23,CoalPowerPlant,Mobility,-0.0
24,CoalPowerPlant,Mobility,-0.0
25,CoalPowerPlant,Mobility,-0.0
26,CoalPowerPlant,Mobility,-0.0
27,CoalPowerPlant,Mobility,-0.0
28,CoalPowerPlant,Mobility,-0.0
29,CoalPowerPlant,Mobility,-0.0
30,CoalPowerPlant,Mobility,-0.0
31,CoalPowerPlant,Mobility,-0.0
32,CoalPowerPlant,Mobility,-0.0
33,CoalPowerPlant,Mobility,-0.0
34,CoalPowerPlant,Mobility,-0.0
35,CoalPowerPlant,Mobility,-0.0
36,CoalPowerPlant,Mobility,-0.0
37,CoalPowerPlant,Mobility,-0.0
38,CoalPowerPlant,Mobility,-0.0
39,CoalPowerPlant,Mobility,-0.0
40,CoalPowerPlant,Mobility,-0.0
41,CoalPowerPlant,Mobility,-0.0
42,CoalPowerPlant,Mobility,-0.0
43,CoalPowerPlant,Mobility,-0.0
44,CoalPowerPlant,Mobility,-0.0
45,CoalPowerPlant,Mobility,-0.0
46,CoalPowerPlant,Mobility,-0.0
47,CoalPowerPlant,Mobility,-0.0
48,CoalPowerPlant,Mobility,-0.0
49,CoalPowerPlant,Mobility,-0.0
50,CoalPowerPlant,Mobility,-0.0
51,CoalPowerPlant,Mobility,-0.0
52,CoalPowerPlant,Mobility,-0.0
53,CoalPowerPlant,Mobility,-0.0
54,CoalPowerPlant,Mobility,-0.0
55,CoalPowerPlant,Mobility,-0.0
56,CoalPowerPlant,Mobility,-0.0
57,CoalPowerPlant,Mobility,-0.0
58,CoalPowerPlant,Mobility,-0.0
59,CoalPowerPlant,Mobility,-0.0
60,CoalPowerPlant,Mobility,-0.0
61,CoalPowerPlant,Mobility,-0.0
62,CoalPowerPlant,Mobility,-0.0
63,CoalPowerPlant,Mobility,-0.0
64,CoalPowerPlant,Mobility,-0.0
65,CoalPowerPlant,Mobility,-0.0
66,CoalPowerPlant,Mobility,-0.0
67,CoalPowerPlant,Mobility,-0.0
68,CoalPowerPlant,Mobility,-0.0
69,CoalPowerPlant,Mobility,-0.0
70,CoalPowerPlant,Mobility,-0.0
71,CoalPowerPlant,Mobility,-0.0
72,CoalPowerPlant,Mobility,-0.0
73,CoalPowerPlant,Mobility,-0.0
74,CoalPowerPlant,Mobility,-0.0
75,CoalPowerPlant,Mobility,-0.0
76,CoalPowerPlant,Mobility,-0.0
77,CoalPowerPlant,Mobility,-0.0
78,CoalPowerPlant,Mobility,-0.0
79,CoalPowerPlant,Mobility,-0.0
80,CoalPowerPlant,Mobility,-0.0
81,CoalPowerPlant,Mobility,-0.0
82,CoalPowerPlant,Mobility,-0.0
83,CoalPowerPlant,Mobility,-0.0
84,CoalPowerPlant,Mobility,-0.0
85,CoalPowerPlant,Mobility,-0.0
86,CoalPowerPlant,Mobility,-0.0
87,CoalPowerPlant,Mobility,-0.0
88,CoalPowerPlant,Mobility,-0.0
89,CoalPowerPlant,Mobility,-0.0
90,CoalPowerPlant,Mobility,-0.0
91,CoalPowerPlant,Mobility,-0.0
92,CoalPowerPlant,Mobility,-0.0
93,CoalPowerPlant,Mobility,-0.0
94,CoalPowerPlant,Mobility,-0.0
95,CoalPowerPlant,Mobility,-0.0
96,CoalPowerPlant,Mobility,-0.0
97,CoalPowerPlant,Mobility,-0.0
98,CoalPowerPlant,Mobility,-0.0
99,CoalPowerPlant,Mobility,-0.0
100,CoalPowerPlant,Mobility,-0.0
101,CoalPowerPlant,Mobility,-0.0
102,CoalPowerPlant,Mobility,-0.0
103,CoalPowerPlant,Mobility,-0.0
104,CoalPowerPlant,Mobility,-0.0
105,CoalPowerPlant,Mobility,-0.0
106,CoalPowerPlant,Mobility,-0.0
107,CoalPowerPlant,Mobility,-0.0
108,CoalPowerPlant,Mobility,-0.0
109,CoalPowerPlant,Mobility,-0.0
110,CoalPowerPlant,Mobility,-0.0
111,CoalPowerPlant,Mobility,-0.0
112,CoalPowerPlant,Mobility,-0.0
113,CoalPowerPlant,Mobility,-0.0
114,CoalPowerPlant,Mobility,-0.0
115,CoalPowerPlant,Mobility,-0.0
116,CoalPowerPlant,Mobility,-0.0
117,CoalPowerPlant,Mobility,-0.0
118,CoalPowerPlant,Mobility,-0.0
119,CoalPowerPlant,Mobility,-0.0
120,CoalPowerPlant,Mobility,-0.0
1,GasPowerPlant,Mobility,-0.0
2,GasPowerPlant,Mobility,-0.0
3,GasPowerPlant,Mobility,-0.0
4,GasPowerPlant,Mobility,-0.0
5,GasPowerPlant,Mobility,-0.0
6,GasPowerPlant,Mobility,-0.0
7,GasPowerPlant,Mobility,-0.0
8,GasPowerPlant,Mobility,-0.0
9,GasPowerPlant,Mobility,-0.0
10,GasPowerPlant,Mobility,-0.0
11,GasPowerPlant,Mobility,-0.0
12,GasPowerPlant,Mobility,-0.0
13,GasPowerPlant,Mobility,-0.0
14,GasPowerPlant,Mobility,-0.0
15,GasPowerPlant,Mobility,-0.0
16,GasPowerPlant,Mobility,-0.0
17,GasPowerPlant,Mobility,-0.0
18,GasPowerPlant,Mobility,-0.0
19,GasPowerPlant,Mobility,-0.0
20,GasPowerPlant,Mobility,-0.0
21,GasPowerPlant,Mobility,-0.0
22,GasPowerPlant,Mobility,-0.0
23,GasPowerPlant,Mobility,-0.0
24,GasPowerPlant,Mobility,-0.0
25,GasPowerPlant,Mobility,-0.0
26,GasPowerPlant,Mobility,-0.0
27,GasPowerPlant,Mobility,-0.0
28,GasPowerPlant,Mobility,-0.0
29,GasPowerPlant,Mobility,-0.0
30,GasPowerPlant,Mobility,-0.0
31,GasPowerPlant,Mobility,-0.0
32,GasPowerPlant,Mobility,-0.0
33,GasPowerPlant,Mobility,-0.0
34,GasPowerPlant,Mobility,-0.0
35,GasPowerPlant,Mobility,-0.0
36,GasPowerPlant,Mobility,-0.0
37,GasPowerPlant,Mobility,-0.0
38,GasPowerPlant,Mobility,-0.0
39,GasPowerPlant,Mobility,-0.0
40,GasPowerPlant,Mobility,-0.0
41,GasPowerPlant,Mobility,-0.0
42,GasPowerPlant,Mobility,-0.0
43,GasPowerPlant,Mobility,-0.0
44,GasPowerPlant,Mobility,-0.0
45,GasPowerPlant,Mobility,-0.0
46,GasPowerPlant,Mobility,-0.0
47,GasPowerPlant,Mobility,-0.0
48,GasPowerPlant,Mobility,-0.0
49,GasPowerPlant,Mobility,-0.0
50,GasPowerPlant,Mobility,-0.0
51,GasPowerPlant,Mobility,-0.0
52,GasPowerPlant,Mobility,-0.0
53,GasPowerPlant,Mobility,-0.0
54,GasPowerPlant,Mobility,-0.0
55,GasPowerPlant,Mobility,-0.0
56,GasPowerPlant,Mobility,-0.0
57,GasPowerPlant,Mobility,-0.0
58,GasPowerPlant,Mobility,-0.0
59,GasPowerPlant,Mobility,-0.0
60,GasPowerPlant,Mobility,-0.0
61,GasPowerPlant,Mobility,-0.0
62,GasPowerPlant,Mobility,-0.0
63,GasPowerPlant,Mobility,-0.0
64,GasPowerPlant,Mobility,-0.0
65,GasPowerPlant,Mobility,-0.0
66,GasPowerPlant,Mobility,-0.0
67,GasPowerPlant,Mobility,-0.0
68,GasPowerPlant,Mobility,-0.0
69,GasPowerPlant,Mobility,-0.0
70,GasPowerPlant,Mobility,-0.0
71,GasPowerPlant,Mobility,-0.0
72,GasPowerPlant,Mobility,-0.0
73,GasPowerPlant,Mobility,-0.0
74,GasPowerPlant,Mobility,-0.0
75,GasPowerPlant,Mobility,-0.0
76,GasPowerPlant,Mobility,-0.0
77,GasPowerPlant,Mobility,-0.0
78,GasPowerPlant,Mobility,-0.0
79,GasPowerPlant,Mobility,-0.0
80,GasPowerPlant,Mobility,-0.0
81,GasPowerPlant,Mobility,-0.0
82,GasPowerPlant,Mobility,-0.0
83,GasPowerPlant,Mobility,-0.0
84,GasPowerPlant,Mobility,-0.0
85,GasPowerPlant,Mobility,-0.0
86,GasPowerPlant,Mobility,-0.0
87,GasPowerPlant,Mobility,-0.0
88,GasPowerPlant,Mobility,-0.0
89,GasPowerPlant,Mobility,-0.0
90,GasPowerPlant,Mobility,-0.0
91,GasPowerPlant,Mobility,-0.0
92,GasPowerPlant,Mobility,-0.0
93,GasPowerPlant,Mobility,-0.0
94,GasPowerPlant,Mobility,-0.0
95,GasPowerPlant,Mobility,-0.0
96,GasPowerPlant,Mobility,-0.0
97,GasPowerPlant,Mobility,-0.0
98,GasPowerPlant,Mobility,-0.0
99,GasPowerPlant,Mobility,-0.0
100,GasPowerPlant,Mobility,-0.0
101,GasPowerPlant,Mobility,-0.0
102,GasPowerPlant,Mobility,-0.0
103,GasPowerPlant,Mobility,-0.0
104,GasPowerPlant,Mobility,-0.0
105,GasPowerPlant,Mobility,-0.0
106,GasPowerPlant,Mobility,-0.0
107,GasPowerPlant,Mobility,-0.0
108,GasPowerPlant,Mobility,-0.0
109,GasPowerPlant,Mobility,-0.0
110,GasPowerPlant,Mobility,-0.0
111,GasPowerPlant,Mobility,-0.0
112,GasPowerPlant,Mobility,-0.0
113,GasPowerPlant,Mobility,-0.0
114,GasPowerPlant,Mobility,-0.0
115,GasPowerPlant,Mobility,-0.0
116,GasPowerPlant,Mobility,-0.0
117,GasPowerPlant,Mobility,-0.0
118,GasPowerPlant,Mobility,-0.0
119,GasPowerPlant,Mobility,-0.0
120,GasPowerPlant,Mobility,-0.0
1,CoalCHPPlant,Mobility,-0.0
2,CoalCHPPlant,Mobility,-0.0
3,CoalCHPPlant,Mobility,-0.0
4,CoalCHPPlant,Mobility,-0.0
5,CoalCHPPlant,Mobility,-0.0
6,CoalCHPPlant,Mobility,-0.0
7,CoalCHPPlant,Mobility,-0.0
8,CoalCHPPlant,Mobility,-0.0
9,CoalCHPPlant,Mobility,-0.0
10,CoalCHPPlant,Mobility,-0.0
11,CoalCHPPlant,Mobility,-0.0
12,CoalCHPPlant,Mobility,-0.0
13,CoalCHPPlant,Mobility,-0.0
14,CoalCHPPlant,Mobility,-0.0
15,CoalCHPPlant,Mobility,-0.0
16,CoalCHPPlant,Mobility,-0.0
17,CoalCHPPlant,Mobility,-0.0
18,CoalCHPPlant,Mobility,-0.0
19,CoalCHPPlant,Mobility,-0.0
20,CoalCHPPlant,Mobility,-0.0
21,CoalCHPPlant,Mobility,-0.0
22,CoalCHPPlant,Mobility,-0.0
23,CoalCHPPlant,Mobility,-0.0
24,CoalCHPPlant,Mobility,-0.0
25,CoalCHPPlant,Mobility,-0.0
26,CoalCHPPlant,Mobility,-0.0
27,CoalCHPPlant,Mobility,-0.0
28,CoalCHPPlant,Mobility,-0.0
29,CoalCHPPlant,Mobility,-0.0
30,CoalCHPPlant,Mobility,-0.0
31,CoalCHPPlant,Mobility,-0.0
32,CoalCHPPlant,Mobility,-0.0
33,CoalCHPPlant,Mobility,-0.0
34,CoalCHPPlant,Mobility,-0.0
35,CoalCHPPlant,Mobility,-0.0
36,CoalCHPPlant,Mobility,-0.0
37,CoalCHPPlant,Mobility,-0.0
38,CoalCHPPlant,Mobility,-0.0
39,CoalCHPPlant,Mobility,-0.0
40,CoalCHPPlant,Mobility,-0.0
41,CoalCHPPlant,Mobility,-0.0
42,CoalCHPPlant,Mobility,-0.0
43,CoalCHPPlant,Mobility,-0.0
44,CoalCHPPlant,Mobility,-0.0
45,CoalCHPPlant,Mobility,-0.0
46,CoalCHPPlant,Mobility,-0.0
47,CoalCHPPlant,Mobility,-0.0
48,CoalCHPPlant,Mobility,-0.0
49,CoalCHPPlant,Mobility,-0.0
50,CoalCHPPlant,Mobility,-0.0
51,CoalCHPPlant,Mobility,-0.0
52,CoalCHPPlant,Mobility,-0.0
53,CoalCHPPlant,Mobility,-0.0
54,CoalCHPPlant,Mobility,-0.0
55,CoalCHPPlant,Mobility,-0.0
56,CoalCHPPlant,Mobility,-0.0
57,CoalCHPPlant,Mobility,-0.0
58,CoalCHPPlant,Mobility,-0.0
59,CoalCHPPlant,Mobility,-0.0
60,CoalCHPPlant,Mobility,-0.0
61,CoalCHPPlant,Mobility,-0.0
62,CoalCHPPlant,Mobility,-0.0
63,CoalCHPPlant,Mobility,-0.0
64,CoalCHPPlant,Mobility,-0.0
65,CoalCHPPlant,Mobility,-0.0
66,CoalCHPPlant,Mobility,-0.0
67,CoalCHPPlant,Mobility,-0.0
68,CoalCHPPlant,Mobility,-0.0
69,CoalCHPPlant,Mobility,-0.0
70,CoalCHPPlant,Mobility,-0.0
71,CoalCHPPlant,Mobility,-0.0
72,CoalCHPPlant,Mobility,-0.0
73,CoalCHPPlant,Mobility,-0.0
74,CoalCHPPlant,Mobility,-0.0
75,CoalCHPPlant,Mobility,-0.0
76,CoalCHPPlant,Mobility,-0.0
77,CoalCHPPlant,Mobility,-0.0
78,CoalCHPPlant,Mobility,-0.0
79,CoalCHPPlant,Mobility,-0.0
80,CoalCHPPlant,Mobility,-0.0
81,CoalCHPPlant,Mobility,-0.0
82,CoalCHPPlant,Mobility,-0.0
83,CoalCHPPlant,Mobility,-0.0
84,CoalCHPPlant,Mobility,-0.0
85,CoalCHPPlant,Mobility,-0.0
86,CoalCHPPlant,Mobility,-0.0
87,CoalCHPPlant,Mobility,-0.0
88,CoalCHPPlant,Mobility,-0.0
89,CoalCHPPlant,Mobility,-0.0
90,CoalCHPPlant,Mobility,-0.0
91,CoalCHPPlant,Mobility,-0.0
92,CoalCHPPlant,Mobility,-0.0
93,CoalCHPPlant,Mobility,-0.0
94,CoalCHPPlant,Mobility,-0.0
95,CoalCHPPlant,Mobility,-0.0
96,CoalCHPPlant,Mobility,-0.0
97,CoalCHPPlant,Mobility,-0.0
98,CoalCHPPlant,Mobility,-0.0
99,CoalCHPPlant,Mobility,-0.0
100,CoalCHPPlant,Mobility,-0.0
101,CoalCHPPlant,Mobility,-0.0
102,CoalCHPPlant,Mobility,-0.0
103,CoalCHPPlant,Mobility,-0.0
104,CoalCHPPlant,Mobility,-0.0
105,CoalCHPPlant,Mobility,-0.0
106,CoalCHPPlant,Mobility,-0.0
107,CoalCHPPlant,Mobility,-0.0
108,CoalCHPPlant,Mobility,-0.0
109,CoalCHPPlant,Mobility,-0.0
110,CoalCHPPlant,Mobility,-0.0
111,CoalCHPPlant,Mobility,-0.0
112,CoalCHPPlant,Mobility,-0.0
113,CoalCHPPlant,Mobility,-0.0
114,CoalCHPPlant,Mobility,-0.0
115,CoalCHPPlant,Mobility,-0.0
116,CoalCHPPlant,Mobility,-0.0
117,CoalCHPPlant,Mobility,-0.0
118,CoalCHPPlant,Mobility,-0.0
119,CoalCHPPlant,Mobility,-0.0
120,CoalCHPPlant,Mobility,-0.0
1,GasCHPPlant,Mobility,-0.0
2,GasCHPPlant,Mobility,-0.0
3,GasCHPPlant,Mobility,-0.0
4,GasCHPPlant,Mobility,-0.0
5,GasCHPPlant,Mobility,-0.0
6,GasCHPPlant,Mobility,-0.0
7,GasCHPPlant,Mobility,-0.0
8,GasCHPPlant,Mobility,-0.0
9,GasCHPPlant,Mobility,-0.0
10,GasCHPPlant,Mobility,-0.0
11,GasCHPPlant,Mobility,-0.0
12,GasCHPPlant,Mobility,-0.0
13,GasCHPPlant,Mobility,-0.0
14,GasCHPPlant,Mobility,-0.0
15,GasCHPPlant,Mobility,-0.0
16,GasCHPPlant,Mobility,-0.0
17,GasCHPPlant,Mobility,-0.0
18,GasCHPPlant,Mobility,-0.0
19,GasCHPPlant,Mobility,-0.0
20,GasCHPPlant,Mobility,-0.0
21,GasCHPPlant,Mobility,-0.0
22,GasCHPPlant,Mobility,-0.0
23,GasCHPPlant,Mobility,-0.0
24,GasCHPPlant,Mobility,-0.0
25,GasCHPPlant,Mobility,-0.0
26,GasCHPPlant,Mobility,-0.0
27,GasCHPPlant,Mobility,-0.0
28,GasCHPPlant,Mobility,-0.0
29,GasCHPPlant,Mobility,-0.0
30,GasCHPPlant,Mobility,-0.0
31,GasCHPPlant,Mobility,-0.0
32,GasCHPPlant,Mobility,-0.0
33,GasCHPPlant,Mobility,-0.0
34,GasCHPPlant,Mobility,-0.0
35,GasCHPPlant,Mobility,-0.0
36,GasCHPPlant,Mobility,-0.0
37,GasCHPPlant,Mobility,-0.0
38,GasCHPPlant,Mobility,-0.0
39,GasCHPPlant,Mobility,-0.0
40,GasCHPPlant,Mobility,-0.0
41,GasCHPPlant,Mobility,-0.0
42,GasCHPPlant,Mobility,-0.0
43,GasCHPPlant,Mobility,-0.0
44,GasCHPPlant,Mobility,-0.0
45,GasCHPPlant,Mobility,-0.0
46,GasCHPPlant,Mobility,-0.0
47,GasCHPPlant,Mobility,-0.0
48,GasCHPPlant,Mobility,-0.0
49,GasCHPPlant,Mobility,-0.0
50,GasCHPPlant,Mobility,-0.0
51,GasCHPPlant,Mobility,-0.0
52,GasCHPPlant,Mobility,-0.0
53,GasCHPPlant,Mobility,-0.0
54,GasCHPPlant,Mobility,-0.0
55,GasCHPPlant,Mobility,-0.0
56,GasCHPPlant,Mobility,-0.0
57,GasCHPPlant,Mobility,-0.0
58,GasCHPPlant,Mobility,-0.0
59,GasCHPPlant,Mobility,-0.0
60,GasCHPPlant,Mobility,-0.0
61,GasCHPPlant,Mobility,-0.0
62,GasCHPPlant,Mobility,-0.0
63,GasCHPPlant,Mobility,-0.0
64,GasCHPPlant,Mobility,-0.0
65,GasCHPPlant,Mobility,-0.0
66,GasCHPPlant,Mobility,-0.0
67,GasCHPPlant,Mobility,-0.0
68,GasCHPPlant,Mobility,-0.0
69,GasCHPPlant,Mobility,-0.0
70,GasCHPPlant,Mobility,-0.0
71,GasCHPPlant,Mobility,-0.0
72,GasCHPPlant,Mobility,-0.0
73,GasCHPPlant,Mobility,-0.0
74,GasCHPPlant,Mobility,-0.0
75,GasCHPPlant,Mobility,-0.0
76,GasCHPPlant,Mobility,-0.0
77,GasCHPPlant,Mobility,-0.0
78,GasCHPPlant,Mobility,-0.0
79,GasCHPPlant,Mobility,-0.0
80,GasCHPPlant,Mobility,-0.0
81,GasCHPPlant,Mobility,-0.0
82,GasCHPPlant,Mobility,-0.0
83,GasCHPPlant,Mobility,-0.0
84,GasCHPPlant,Mobility,-0.0
85,GasCHPPlant,Mobility,-0.0
86,GasCHPPlant,Mobility,-0.0
87,GasCHPPlant,Mobility,-0.0
88,GasCHPPlant,Mobility,-0.0
89,GasCHPPlant,Mobility,-0.0
90,GasCHPPlant,Mobility,-0.0
91,GasCHPPlant,Mobility,-0.0
92,GasCHPPlant,Mobility,-0.0
93,GasCHPPlant,Mobility,-0.0
94,GasCHPPlant,Mobility,-0.0
95,GasCHPPlant,Mobility,-0.0
96,GasCHPPlant,Mobility,-0.0
97,GasCHPPlant,Mobility,-0.0
98,GasCHPPlant,Mobility,-0.0
99,GasCHPPlant,Mobility,-0.0
100,GasCHPPlant,Mobility,-0.0
101,GasCHPPlant,Mobility,-0.0
102,GasCHPPlant,Mobility,-0.0
103,GasCHPPlant,Mobility,-0.0
104,GasCHPPlant,Mobility,-0.0
105,GasCHPPlant,Mobility,-0.0
106,GasCHPPlant,Mobility,-0.0
107,GasCHPPlant,Mobility,-0.0
108,GasCHPPlant,Mobility,-0.0
109,GasCHPPlant,Mobility,-0.0
110,GasCHPPlant,Mobility,-0.0
111,GasCHPPlant,Mobility,-0.0
112,GasCHPPlant,Mobility,-0.0
113,GasCHPPlant,Mobility,-0.0
114,GasCHPPlant,Mobility,-0.0
115,GasCHPPlant,Mobility,-0.0
116,GasCHPPlant,Mobility,-0.0
117,GasCHPPlant,Mobility,-0.0
118,GasCHPPlant,Mobility,-0.0
119,GasCHPPlant,Mobility,-0.0
120,GasCHPPlant,Mobility,-0.0
1,Power2Gas,Mobility,-0.0
2,Power2Gas,Mobility,-0.0
3,Power2Gas,Mobility,-0.0
4,Power2Gas,Mobility,-0.0
5,Power2Gas,Mobility,-0.0
6,Power2Gas,Mobility,-0.0
7,Power2Gas,Mobility,-0.0
8,Power2Gas,Mobility,-0.0
9,Power2Gas,Mobility,-0.0
10,Power2Gas,Mobility,-0.0
11,Power2Gas,Mobility,-0.0
12,Power2Gas,Mobility,-0.0
13,Power2Gas,Mobility,-0.0
14,Power2Gas,Mobility,-0.0
15,Power2Gas,Mobility,-0.0
16,Power2Gas,Mobility,-0.0
17,Power2Gas,Mobility,-0.0
18,Power2Gas,Mobility,-0.0
19,Power2Gas,Mobility,-0.0
20,Power2Gas,Mobility,-0.0
21,Power2Gas,Mobility,-0.0
22,Power2Gas,Mobility,-0.0
23,Power2Gas,Mobility,-0.0
24,Power2Gas,Mobility,-0.0
25,Power2Gas,Mobility,-0.0
26,Power2Gas,Mobility,-0.0
27,Power2Gas,Mobility,-0.0
28,Power2Gas,Mobility,-0.0
29,Power2Gas,Mobility,-0.0
30,Power2Gas,Mobility,-0.0
31,Power2Gas,Mobility,-0.0
32,Power2Gas,Mobility,-0.0
33,Power2Gas,Mobility,-0.0
34,Power2Gas,Mobility,-0.0
35,Power2Gas,Mobility,-0.0
36,Power2Gas,Mobility,-0.0
37,Power2Gas,Mobility,-0.0
38,Power2Gas,Mobility,-0.0
39,Power2Gas,Mobility,-0.0
40,Power2Gas,Mobility,-0.0
41,Power2Gas,Mobility,-0.0
42,Power2Gas,Mobility,-0.0
43,Power2Gas,Mobility,-0.0
44,Power2Gas,Mobility,-0.0
45,Power2Gas,Mobility,-0.0
46,Power2Gas,Mobility,-0.0
47,Power2Gas,Mobility,-0.0
48,Power2Gas,Mobility,-0.0
49,Power2Gas,Mobility,-0.0
50,Power2Gas,Mobility,-0.0
51,Power2Gas,Mobility,-0.0
52,Power2Gas,Mobility,-0.0
53,Power2Gas,Mobility,-0.0
54,Power2Gas,Mobility,-0.0
55,Power2Gas,Mobility,-0.0
56,Power2Gas,Mobility,-0.0
57,Power2Gas,Mobility,-0.0
58,Power2Gas,Mobility,-0.0
59,Power2Gas,Mobility,-0.0
60,Power2Gas,Mobility,-0.0
61,Power2Gas,Mobility,-0.0
62,Power2Gas,Mobility,-0.0
63,Power2Gas,Mobility,-0.0
64,Power2Gas,Mobility,-0.0
65,Power2Gas,Mobility,-0.0
66,Power2Gas,Mobility,-0.0
67,Power2Gas,Mobility,-0.0
68,Power2Gas,Mobility,-0.0
69,Power2Gas,Mobility,-0.0
70,Power2Gas,Mobility,-0.0
71,Power2Gas,Mobility,-0.0
72,Power2Gas,Mobility,-0.0
73,Power2Gas,Mobility,-0.0
74,Power2Gas,Mobility,-0.0
75,Power2Gas,Mobility,-0.0
76,Power2Gas,Mobility,-0.0
77,Power2Gas,Mobility,-0.0
78,Power2Gas,Mobility,-0.0
79,Power2Gas,Mobility,-0.0
80,Power2Gas,Mobility,-0.0
81,Power2Gas,Mobility,-0.0
82,Power2Gas,Mobility,-0.0
83,Power2Gas,Mobility,-0.0
84,Power2Gas,Mobility,-0.0
85,Power2Gas,Mobility,-0.0
86,Power2Gas,Mobility,-0.0
87,Power2Gas,Mobility,-0.0
88,Power2Gas,Mobility,-0.0
89,Power2Gas,Mobility,-0.0
90,Power2Gas,Mobility,-0.0
91,Power2Gas,Mobility,-0.0
92,Power2Gas,Mobility,-0.0
93,Power2Gas,Mobility,-0.0
94,Power2Gas,Mobility,-0.0
95,Power2Gas,Mobility,-0.0
96,Power2Gas,Mobility,-0.0
97,Power2Gas,Mobility,-0.0
98,Power2Gas,Mobility,-0.0
99,Power2Gas,Mobility,-0.0
100,Power2Gas,Mobility,-0.0
101,Power2Gas,Mobility,-0.0
102,Power2Gas,Mobility,-0.0
103,Power2Gas,Mobility,-0.0
104,Power2Gas,Mobility,-0.0
105,Power2Gas,Mobility,-0.0
106,Power2Gas,Mobility,-0.0
107,Power2Gas,Mobility,-0.0
108,Power2Gas,Mobility,-0.0
109,Power2Gas,Mobility,-0.0
110,Power2Gas,Mobility,-0.0
111,Power2Gas,Mobility,-0.0
112,Power2Gas,Mobility,-0.0
113,Power2Gas,Mobility,-0.0
114,Power2Gas,Mobility,-0.0
115,Power2Gas,Mobility,-0.0
116,Power2Gas,Mobility,-0.0
117,Power2Gas,Mobility,-0.0
118,Power2Gas,Mobility,-0.0
119,Power2Gas,Mobility,-0.0
120,Power2Gas,Mobility,-0.0
1,H2Car,Mobility,0.0
2,H2Car,Mobility,0.0
3,H2Car,Mobility,0.0
4,H2Car,Mobility,0.0
5,H2Car,Mobility,0.0
6,H2Car,Mobility,0.0
7,H2Car,Mobility,0.0
8,H2Car,Mobility,0.0
9,H2Car,Mobility,0.0
10,H2Car,Mobility,0.0
11,H2Car,Mobility,0.0
12,H2Car,Mobility,0.0
13,H2Car,Mobility,0.0
14,H2Car,Mobility,0.0
15,H2Car,Mobility,0.0
16,H2Car,Mobility,0.0
17,H2Car,Mobility,0.0
18,H2Car,Mobility,0.0
19,H2Car,Mobility,0.0
20,H2Car,Mobility,0.0
21,H2Car,Mobility,0.0
22,H2Car,Mobility,0.0
23,H2Car,Mobility,0.0
24,H2Car,Mobility,0.0
25,H2Car,Mobility,0.0
26,H2Car,Mobility,0.0
27,H2Car,Mobility,0.0
28,H2Car,Mobility,0.0
29,H2Car,Mobility,0.0
30,H2Car,Mobility,0.0
31,H2Car,Mobility,0.0
32,H2Car,Mobility,0.0
33,H2Car,Mobility,0.0
34,H2Car,Mobility,0.0
35,H2Car,Mobility,0.0
